TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T2279,C0000184,21/09/81,F,MUMBAI,20595.37,14/06/22,164946,2260.57
T3413,C0000274,23/03/79,F,KOLKATA,75298.45,14/06/22,222722,45605.56
T2188,C0000178,13/11/89,F,AHMEDABAD,33145.19,14/06/22,223418,10944.49
T12138,C0000963,04/07/65,M,HYDERABAD,11167.67,15/06/22,013049,1629.18
T4752,C0000379,30/06/88,F,LUCKNOW,11118.5,15/06/22,020304,2109.08
T8220,C0000657,09/06/77,M,DELHI,63447.03,15/06/22,050432,724.99
T12128,C0000962,10/10/64,M,BANGALORE,13693.5,15/06/22,063813,20208.65
T499,C0000042,02/12/66,M,BANGALORE,4181.73,15/06/22,065138,3841.19
T11943,C0000946,28/01/86,F,CHENNAI,25223.16,15/06/22,070352,1314.43
T2191,C0000178,13/11/89,F,AHMEDABAD,33145.19,15/06/22,070702,205.45
T10654,C0000843,09/04/00,F,PUNE,73681.22,15/06/22,074339,537.42
T10585,C0000838,15/04/90,M,AHMEDABAD,26481.91,15/06/22,091929,774.48
T3928,C0000315,04/12/69,M,JAIPUR,11957.84,15/06/22,112126,452.67
T3709,C0000297,29/02/80,F,BANGALORE,22426.91,15/06/22,135233,2667.38
T6838,C0000542,29/06/85,M,DELHI,63548.94,15/06/22,135351,1989.36
T4203,C0000335,02/03/81,M,HYDERABAD,46279.71,15/06/22,142346,695.74
T11939,C0000945,11/01/97,M,BANGALORE,2406.03,15/06/22,144720,1416.05
T3967,C0000318,04/05/66,F,LUCKNOW,13046.42,15/06/22,164707,340.82
T6702,C0000531,30/03/00,M,LUCKNOW,21762.78,15/06/22,173917,1583.94
T46,C0000004,07/03/85,F,LUCKNOW,50138.52,15/06/22,174959,77.9
T2551,C0000206,15/08/68,F,HYDERABAD,17953.29,15/06/22,191318,1469.29
T5100,C0000408,28/09/80,M,AHMEDABAD,51112.32,15/06/22,203848,24.59
T2256,C0000182,10/11/86,M,JAIPUR,38739.15,16/06/22,031309,3786.02
T10283,C0000815,03/06/89,M,AHMEDABAD,27469.78,16/06/22,044250,1449.69
T6724,C0000534,29/11/65,M,BANGALORE,45214.3,16/06/22,054251,2902.49
T4365,C0000348,28/04/70,M,CHENNAI,42884.67,16/06/22,060731,2027.29
T5852,C0000468,29/10/95,M,CHENNAI,66259.24,16/06/22,065546,935.3
T7700,C0000611,07/07/94,M,CHENNAI,53231.05,16/06/22,081435,283.16
T11916,C0000943,06/08/91,F,BANGALORE,13897.08,16/06/22,113721,1114.02
T11192,C0000886,20/07/90,F,BANGALORE,21786.83,16/06/22,132229,2121.26
T6167,C0000493,14/11/91,F,BANGALORE,6190.11,16/06/22,161515,1717.51
T6992,C0000554,17/12/82,M,HYDERABAD,21164.35,16/06/22,185125,2221.12
T10281,C0000815,03/06/89,M,AHMEDABAD,27469.78,16/06/22,222123,2765.2
T6757,C0000537,09/09/87,F,HYDERABAD,62772.75,17/06/22,002354,252.8
T11095,C0000877,08/11/85,F,JAIPUR,63956.84,17/06/22,040236,124.58
T9886,C0000781,08/08/71,F,HYDERABAD,89708.09,17/06/22,053634,3935.9
T6031,C0000482,06/01/86,M,PUNE,15396.89,17/06/22,064526,349.89
T1182,C0000099,11/02/83,M,DELHI,75818.16,17/06/22,084753,1339.85
T3283,C0000264,01/04/98,M,CHENNAI,87246.83,17/06/22,092130,3073.58
T7276,C0000577,12/01/82,F,JAIPUR,16194.53,17/06/22,104806,1882.47
T7295,C0000579,26/07/92,F,PUNE,45482.41,17/06/22,111636,283.44
T4113,C0000328,11/12/00,F,PUNE,77296.47,17/06/22,124333,143.25
T7969,C0000634,11/06/66,F,CHENNAI,7566.45,17/06/22,125951,53048.55
T4356,C0000348,28/04/70,M,CHENNAI,42884.67,17/06/22,131714,2609.64
T9211,C0000731,19/06/87,F,MUMBAI,23386.4,17/06/22,174057,16355.06
T7506,C0000597,19/10/94,M,CHENNAI,2006.04,17/06/22,182708,533.33
T10544,C0000835,15/11/89,M,MUMBAI,10251.21,17/06/22,183355,2637.09
T6819,C0000541,17/05/84,F,JAIPUR,33254.75,17/06/22,191634,20237.51
T9894,C0000781,08/08/71,F,HYDERABAD,89708.09,17/06/22,231929,119.61
T5390,C0000431,22/02/86,M,LUCKNOW,26269.15,18/06/22,004706,1153.53
T6527,C0000519,27/10/62,M,HYDERABAD,109683.69,18/06/22,011207,476.91
T4907,C0000391,06/04/85,F,JAIPUR,61506.28,18/06/22,012132,3422.88
T10977,C0000869,07/02/91,F,MUMBAI,23657.15,18/06/22,033832,931.44
T5722,C0000457,17/08/86,F,CHENNAI,25147.08,18/06/22,080543,11933.45
T5214,C0000417,12/05/86,F,CHENNAI,15988.34,18/06/22,082605,361.14
T5173,C0000413,22/12/62,F,MUMBAI,5720.57,18/06/22,101038,370.2
T2457,C0000198,14/03/87,M,MUMBAI,17711.23,18/06/22,104731,408.81
T1243,C0000104,31/12/73,M,DELHI,26118.95,18/06/22,120114,23.79
T4848,C0000386,14/07/62,M,MUMBAI,22324.73,18/06/22,121309,745.89
T1035,C0000088,03/03/98,F,PUNE,26932.77,18/06/22,142920,2858.62
T1318,C0000108,23/04/82,M,DELHI,38416.03,18/06/22,150852,57.42
T5636,C0000450,29/10/95,M,AHMEDABAD,121458.73,18/06/22,210605,665.44
T5428,C0000435,10/07/84,M,HYDERABAD,75209.3,18/06/22,211754,663.68
T2942,C0000239,08/09/62,M,HYDERABAD,34748.93,18/06/22,231215,4758.24
T876,C0000073,07/12/88,F,HYDERABAD,5177.03,18/06/22,231533,1024.15
T9647,C0000764,21/06/64,F,AHMEDABAD,69912.35,19/06/22,000416,1101.46
T5128,C0000410,07/03/69,F,BANGALORE,18411.84,19/06/22,000609,645.14
T10535,C0000834,16/01/93,M,DELHI,12216.91,19/06/22,021522,158.46
T10027,C0000792,28/05/85,F,HYDERABAD,27620.24,19/06/22,041502,1089.74
T11440,C0000904,05/11/65,F,PUNE,15872.87,19/06/22,072254,3471.32
T52,C0000005,21/10/70,M,DELHI,40606.21,19/06/22,083355,311.43
T258,C0000023,14/01/88,M,PUNE,12085.76,19/06/22,093847,1300.2
T11825,C0000933,17/02/75,M,DELHI,3863.39,19/06/22,094006,318.27
T10093,C0000798,05/10/91,M,PUNE,9084.56,19/06/22,101425,1241.78
T4088,C0000327,19/06/67,F,LUCKNOW,11289.8,19/06/22,140042,1481.32
T7972,C0000634,11/06/66,F,CHENNAI,7566.45,19/06/22,143058,6043.06
T181,C0000016,25/10/72,M,KOLKATA,9347.3,19/06/22,145808,291.26
T3149,C0000255,22/06/77,M,HYDERABAD,52137.31,19/06/22,180305,945.52
T919,C0000077,12/12/93,M,AHMEDABAD,52963.71,19/06/22,190850,719.35
T5997,C0000480,07/10/76,F,MUMBAI,13589.0,19/06/22,194227,5196.66
T10597,C0000839,15/03/84,M,PUNE,20294.92,19/06/22,205435,179.03
T5149,C0000411,31/07/84,M,BANGALORE,35206.22,19/06/22,213107,3507.55
T2647,C0000215,24/09/78,F,LUCKNOW,12730.18,19/06/22,220136,2266.1
T4710,C0000376,08/03/98,F,CHENNAI,7560.9,20/06/22,014115,35846.81
T3849,C0000307,28/08/63,F,PUNE,13163.69,20/06/22,020832,791.8
T9628,C0000762,25/01/74,F,LUCKNOW,25422.91,20/06/22,021640,2613.94
T7033,C0000556,20/09/74,F,KOLKATA,5435.85,20/06/22,032829,1987.34
T3968,C0000318,04/05/66,F,LUCKNOW,13046.42,20/06/22,062855,1487.5
T1000,C0000085,03/04/82,F,JAIPUR,15968.37,20/06/22,111016,1944.78
T10803,C0000856,03/08/76,F,BANGALORE,16308.86,20/06/22,124747,2401.07
T8955,C0000712,17/07/74,M,DELHI,40414.45,20/06/22,131656,924.84
T9893,C0000781,08/08/71,F,HYDERABAD,89708.09,20/06/22,134958,275.83
T12046,C0000954,02/09/72,M,DELHI,2197.65,20/06/22,142338,173.04
T11555,C0000912,29/05/90,M,CHENNAI,30331.07,20/06/22,153852,709.78
T8738,C0000695,12/03/84,F,PUNE,9020.24,20/06/22,155030,718.55
T10434,C0000828,09/12/79,F,BANGALORE,22141.42,20/06/22,175909,463.8
T3236,C0000260,02/05/96,F,LUCKNOW,16282.06,20/06/22,191744,19984.88
T4175,C0000333,06/03/85,F,DELHI,33289.55,20/06/22,192236,1633.41
T3425,C0000275,12/03/74,M,PUNE,52690.84,20/06/22,192413,785.18
T5896,C0000473,16/03/84,F,PUNE,67831.14,20/06/22,193903,320.12
T10233,C0000810,12/03/67,M,CHENNAI,25949.93,20/06/22,201640,782.88
T9114,C0000724,10/06/76,F,AHMEDABAD,11462.8,20/06/22,220307,6328.83
T7532,C0000599,11/04/70,M,AHMEDABAD,22259.98,20/06/22,220604,728.14
T2681,C0000218,13/04/90,M,CHENNAI,2616.08,21/06/22,000359,712.53
T4570,C0000365,30/09/85,M,AHMEDABAD,6059.84,21/06/22,033112,550.24
T11726,C0000925,06/02/90,F,BANGALORE,18015.02,21/06/22,040222,8426.0
T12182,C0000966,22/11/65,M,CHENNAI,19655.71,21/06/22,060052,4235.1
T10610,C0000840,04/04/90,M,LUCKNOW,50289.78,21/06/22,064710,89.15
T1655,C0000137,02/08/70,F,HYDERABAD,3377.29,21/06/22,083707,1303.15
T9761,C0000772,19/05/78,F,MUMBAI,14599.46,21/06/22,091210,571.24
T9251,C0000733,22/08/90,M,CHENNAI,44417.55,21/06/22,105128,1581.04
T10503,C0000832,13/01/81,M,DELHI,32225.72,21/06/22,110924,129.35
T11006,C0000871,30/01/87,F,LUCKNOW,7121.94,21/06/22,114724,818.78
T9870,C0000780,15/05/61,M,LUCKNOW,27619.91,21/06/22,122444,110.92
T2797,C0000228,14/03/86,F,CHENNAI,14597.03,21/06/22,162448,66.38
T7156,C0000566,11/09/80,M,LUCKNOW,30721.54,21/06/22,175104,9482.98
T9190,C0000730,30/10/67,M,AHMEDABAD,82125.79,21/06/22,182214,1265.46
T1589,C0000132,01/03/87,M,LUCKNOW,20119.94,21/06/22,205159,2367.66
T9358,C0000742,09/06/76,M,JAIPUR,8260.46,21/06/22,220731,457.26
T2301,C0000187,14/02/63,F,HYDERABAD,122930.93,22/06/22,022312,1024.42
T9787,C0000774,12/01/79,F,JAIPUR,16883.23,22/06/22,031556,568.13
T10393,C0000824,18/08/79,F,DELHI,66966.87,22/06/22,045834,5748.63
T11560,C0000913,22/06/79,F,CHENNAI,33584.75,22/06/22,092433,1765.24
T7567,C0000602,03/12/83,M,HYDERABAD,45373.11,22/06/22,092811,354.32
T4500,C0000359,21/12/74,F,LUCKNOW,281816.02,22/06/22,100107,1334.13
T6116,C0000488,15/04/81,F,AHMEDABAD,17751.28,22/06/22,111632,2064.36
T6446,C0000514,17/08/60,M,HYDERABAD,65065.21,22/06/22,120827,1268.68
T6588,C0000525,18/01/76,M,MUMBAI,8272.56,22/06/22,131042,7872.35
T10842,C0000859,30/12/90,F,BANGALORE,12434.92,22/06/22,160000,2712.43
T5645,C0000450,29/10/95,M,AHMEDABAD,121458.73,22/06/22,182003,1221.98
T10792,C0000855,16/08/77,M,AHMEDABAD,1133.71,22/06/22,182830,6126.9
T6306,C0000503,02/10/80,F,DELHI,9283.74,22/06/22,200125,624.25
T2467,C0000199,04/04/94,M,JAIPUR,51767.88,22/06/22,233252,141.08
T4048,C0000324,30/06/88,M,KOLKATA,12129.2,23/06/22,001340,483.44
T2341,C0000189,14/06/77,F,DELHI,17069.43,23/06/22,003420,201.07
T6133,C0000490,18/04/93,M,AHMEDABAD,17583.87,23/06/22,025730,1897.12
T11812,C0000932,10/05/98,M,KOLKATA,14698.27,23/06/22,044215,719.23
T4390,C0000350,11/04/61,M,HYDERABAD,57402.3,23/06/22,050600,3140.83
T1749,C0000144,17/01/71,M,DELHI,9802.54,23/06/22,113952,569.88
T9651,C0000764,21/06/64,F,AHMEDABAD,69912.35,23/06/22,171358,1102.54
T7353,C0000583,30/01/81,M,BANGALORE,16023.98,23/06/22,201642,3922.08
T146,C0000013,20/02/63,F,LUCKNOW,6393.58,23/06/22,210518,183.65
T830,C0000070,20/01/71,M,DELHI,39494.95,23/06/22,212410,322.01
T1762,C0000145,07/01/61,F,CHENNAI,44220.97,24/06/22,011812,103.93
T3539,C0000283,23/11/78,M,DELHI,25834.41,24/06/22,021246,1642.45
T10111,C0000799,21/11/86,F,JAIPUR,15739.57,24/06/22,021718,385.52
T319,C0000029,29/07/91,M,AHMEDABAD,28104.56,24/06/22,050539,132.79
T2986,C0000243,03/11/94,F,BANGALORE,86728.35,24/06/22,052311,3529.9
T6775,C0000539,20/06/88,M,BANGALORE,14041.14,24/06/22,055822,59.16
T6720,C0000533,03/07/96,F,CHENNAI,22359.97,24/06/22,070113,5351.26
T1833,C0000151,13/12/90,M,AHMEDABAD,68443.93,24/06/22,103655,3998.16
T4241,C0000339,24/09/79,F,BANGALORE,49459.99,24/06/22,114109,3817.78
T1112,C0000095,12/02/82,F,HYDERABAD,24964.86,24/06/22,121046,382.61
T10633,C0000841,10/07/98,F,AHMEDABAD,24669.78,24/06/22,172252,860.52
T8815,C0000702,21/12/63,M,PUNE,5728.53,24/06/22,175841,17532.31
T7009,C0000555,23/03/73,F,KOLKATA,4756.73,24/06/22,175856,4060.99
T1126,C0000096,03/03/60,F,DELHI,9553.41,24/06/22,201805,1745.39
T4169,C0000332,07/12/70,M,HYDERABAD,9460.17,24/06/22,212416,260.3
T10345,C0000819,07/03/62,M,CHENNAI,31021.97,24/06/22,232708,37775.7
T4532,C0000361,06/12/70,M,LUCKNOW,11991.99,25/06/22,003528,466.76
T2576,C0000208,14/06/64,M,HYDERABAD,20707.18,25/06/22,021723,229.74
T1917,C0000157,31/05/69,F,CHENNAI,12298.61,25/06/22,021939,1474.35
T5816,C0000465,08/02/68,F,AHMEDABAD,29980.19,25/06/22,034627,1300.08
T6651,C0000528,22/08/75,F,PUNE,146955.82,25/06/22,041403,588.78
T3584,C0000287,13/10/82,F,MUMBAI,5454.58,25/06/22,062240,136.27
T5633,C0000450,29/10/95,M,AHMEDABAD,121458.73,25/06/22,062258,6849.58
T5093,C0000407,08/01/63,M,KOLKATA,33889.56,25/06/22,083252,12078.79
T12349,C0000980,17/01/79,F,AHMEDABAD,12230.16,25/06/22,095246,1191.65
T5401,C0000432,19/02/67,F,PUNE,19543.15,25/06/22,110234,209.6
T5044,C0000404,05/08/85,F,JAIPUR,46894.98,25/06/22,121334,15556.81
T7481,C0000593,11/05/69,M,PUNE,12861.86,25/06/22,145510,332.84
T12081,C0000957,25/11/84,F,LUCKNOW,75826.64,25/06/22,163301,426.64
T7491,C0000594,20/10/84,F,HYDERABAD,2772.89,25/06/22,190210,122.96
T3522,C0000283,23/11/78,M,DELHI,25834.41,25/06/22,192037,287.38
T2517,C0000203,05/04/60,F,DELHI,12181.14,25/06/22,203029,1319.91
T7296,C0000579,26/07/92,F,PUNE,45482.41,26/06/22,002542,75836.17
T7559,C0000601,17/10/83,M,JAIPUR,26425.86,26/06/22,004732,349.7
T5953,C0000477,16/01/63,M,MUMBAI,7065.42,26/06/22,011639,544.65
T7779,C0000619,08/11/91,F,AHMEDABAD,9534.0,26/06/22,013355,1412.3
T5910,C0000474,12/11/98,F,MUMBAI,31497.43,26/06/22,071630,907.07
T8062,C0000642,22/07/77,M,HYDERABAD,168925.09,26/06/22,083027,2856.29
T8882,C0000706,01/09/67,M,PUNE,95458.07,26/06/22,124145,2621.49
T9255,C0000734,12/08/90,M,JAIPUR,15192.21,26/06/22,125553,251.79
T7131,C0000564,06/06/64,M,BANGALORE,54299.56,26/06/22,130606,2772.6
T4493,C0000358,05/01/90,M,CHENNAI,9834.22,26/06/22,155405,21.39
T8840,C0000704,08/06/99,M,AHMEDABAD,48201.99,26/06/22,181011,467.17
T8079,C0000644,15/01/98,M,CHENNAI,66684.05,27/06/22,015144,1662.83
T1144,C0000097,26/09/62,F,JAIPUR,290601.83,27/06/22,051351,620.99
T1074,C0000092,25/01/68,M,HYDERABAD,209490.95,27/06/22,051537,42600.81
T7626,C0000605,29/01/68,M,KOLKATA,10026.27,27/06/22,063327,1107.18
T10627,C0000840,04/04/90,M,LUCKNOW,50289.78,27/06/22,064108,672.76
T6718,C0000533,03/07/96,F,CHENNAI,22359.97,27/06/22,074737,1816.05
T6716,C0000533,03/07/96,F,CHENNAI,22359.97,27/06/22,084123,61.8
T12268,C0000973,07/02/94,F,KOLKATA,52291.27,27/06/22,131345,81.83
T9945,C0000785,25/01/63,F,DELHI,10845.57,27/06/22,164041,207.94
T250,C0000022,04/07/85,M,LUCKNOW,14185.22,27/06/22,170410,127.26
T10700,C0000847,16/06/68,F,CHENNAI,54924.33,27/06/22,181249,1533.47
T5788,C0000464,06/03/98,F,PUNE,83495.79,27/06/22,223451,641.15
T1329,C0000109,19/01/95,M,HYDERABAD,16700.38,27/06/22,235208,12222.31
T6538,C0000520,26/10/85,F,CHENNAI,57976.58,28/06/22,001823,1052.5
T1044,C0000088,03/03/98,F,PUNE,26932.77,28/06/22,002554,2064.99
T7630,C0000606,02/12/92,F,DELHI,3469.42,28/06/22,022546,3577.56
T376,C0000034,08/04/76,M,HYDERABAD,19642.68,28/06/22,034255,2372.4
T379,C0000034,08/04/76,M,HYDERABAD,19642.68,28/06/22,080308,109.82
T3706,C0000296,28/02/81,M,LUCKNOW,150760.2,28/06/22,100644,1046.49
T8319,C0000664,19/07/81,M,DELHI,29630.89,28/06/22,111133,945.69
T6981,C0000553,14/03/99,M,CHENNAI,4988.12,28/06/22,153430,566.56
T4382,C0000349,28/04/60,F,PUNE,71988.14,28/06/22,160947,184.3
T877,C0000073,07/12/88,F,HYDERABAD,5177.03,28/06/22,171021,1579.73
T2003,C0000163,25/06/60,F,AHMEDABAD,22491.36,28/06/22,184709,239.21
T140,C0000013,20/02/63,F,LUCKNOW,6393.58,28/06/22,193619,395.43
T6579,C0000524,28/07/62,F,PUNE,20666.2,28/06/22,204204,1279.17
T3701,C0000296,28/02/81,M,LUCKNOW,150760.2,28/06/22,235724,48.58
T3160,C0000256,12/10/92,M,AHMEDABAD,43567.62,29/06/22,022353,879.6
T8499,C0000678,17/06/73,M,LUCKNOW,28929.97,29/06/22,024132,7233.08
T5928,C0000476,26/01/82,F,CHENNAI,15280.35,29/06/22,034512,2336.49
T6754,C0000537,09/09/87,F,HYDERABAD,62772.75,29/06/22,045731,13.05
T2391,C0000193,09/03/97,F,AHMEDABAD,29162.43,29/06/22,061728,6872.98
T1880,C0000154,02/09/84,F,MUMBAI,49371.2,29/06/22,062153,2340.7
T7262,C0000574,10/12/00,F,CHENNAI,14063.03,29/06/22,065708,318.31
T2005,C0000163,25/06/60,F,AHMEDABAD,22491.36,29/06/22,085044,166.27
T6117,C0000488,15/04/81,F,AHMEDABAD,17751.28,29/06/22,090807,1002.77
T7732,C0000615,05/05/85,M,AHMEDABAD,5693.81,29/06/22,131243,623.51
T2864,C0000234,31/10/00,F,AHMEDABAD,20041.12,29/06/22,131511,2631.52
T1079,C0000093,19/07/99,F,JAIPUR,47048.23,29/06/22,150205,1672.02
T267,C0000024,30/01/87,F,MUMBAI,18924.54,29/06/22,153341,802.57
T4244,C0000340,07/10/81,M,JAIPUR,21895.69,29/06/22,155724,3554.62
T7979,C0000635,29/11/98,F,BANGALORE,1791.92,29/06/22,161718,853.87
T6980,C0000553,14/03/99,M,CHENNAI,4988.12,29/06/22,170422,1251.33
T8474,C0000676,23/07/67,M,JAIPUR,4004.66,29/06/22,170918,2049.41
T8915,C0000708,02/06/00,F,CHENNAI,14039.52,29/06/22,171725,1441.24
T1517,C0000127,27/04/87,M,PUNE,22566.45,29/06/22,203128,2161.5
T8442,C0000674,08/11/84,M,MUMBAI,8179.42,29/06/22,203147,4300.2
T2158,C0000176,15/11/80,M,HYDERABAD,4827.7,29/06/22,203545,641.92
T1433,C0000119,01/10/65,M,DELHI,1246.05,29/06/22,203805,807.94
T5402,C0000432,19/02/67,F,PUNE,19543.15,29/06/22,215357,3754.95
T10491,C0000832,13/01/81,M,DELHI,32225.72,30/06/22,002303,1358.36
T675,C0000056,27/02/66,M,LUCKNOW,15311.93,30/06/22,015325,1471.1
T12062,C0000955,12/06/96,F,CHENNAI,9075.51,30/06/22,024319,80.39
T3268,C0000262,16/12/96,F,CHENNAI,79183.14,30/06/22,063631,226.57
T3258,C0000262,16/12/96,F,CHENNAI,79183.14,30/06/22,080134,39.44
T5086,C0000406,15/08/75,M,KOLKATA,21594.75,30/06/22,093530,5076.79
T1574,C0000131,16/05/82,F,CHENNAI,8100.4,30/06/22,133108,2027.84
T3908,C0000313,08/01/76,F,KOLKATA,141018.65,30/06/22,142042,30.33
T10703,C0000847,16/06/68,F,CHENNAI,54924.33,30/06/22,220552,264.73
T155,C0000015,31/03/60,M,PUNE,17233.52,30/06/22,223329,354.03
T207,C0000019,05/07/88,F,BANGALORE,13740.02,30/06/22,233341,5616.29
T11824,C0000933,17/02/75,M,DELHI,3863.39,01/07/22,005810,2065.14
T12398,C0000985,12/10/63,M,PUNE,75064.62,01/07/22,015359,2413.7
T8553,C0000682,24/03/66,M,MUMBAI,23597.74,01/07/22,032243,6409.27
T11058,C0000875,18/10/79,F,AHMEDABAD,9581.7,01/07/22,035121,602.52
T6232,C0000498,16/01/73,M,BANGALORE,1821.09,01/07/22,050938,15928.8
T9723,C0000769,08/02/80,F,JAIPUR,17225.6,01/07/22,083750,1245.71
T4055,C0000325,19/02/70,M,KOLKATA,29592.61,01/07/22,091644,342.15
T6289,C0000502,31/07/82,M,JAIPUR,43801.65,01/07/22,105114,960.24
T7127,C0000564,06/06/64,M,BANGALORE,54299.56,01/07/22,110531,2027.44
T4191,C0000334,11/12/92,F,JAIPUR,8841.3,01/07/22,121800,6439.41
T118,C0000010,09/06/97,F,LUCKNOW,48583.15,01/07/22,130111,468.98
T5343,C0000427,05/08/66,M,HYDERABAD,15812.7,01/07/22,134900,96.06
T4208,C0000336,21/02/73,M,MUMBAI,7783.85,01/07/22,143241,447.42
T1854,C0000152,05/12/87,F,MUMBAI,33925.51,01/07/22,144737,1510.11
T1805,C0000149,19/04/93,M,CHENNAI,8904.11,01/07/22,145539,411.31
T11289,C0000893,29/07/71,M,DELHI,3019.03,01/07/22,152529,1727.52
T6399,C0000511,09/12/84,M,MUMBAI,5041.69,01/07/22,171339,288.34
T8330,C0000666,15/01/88,M,KOLKATA,21605.04,01/07/22,193053,1277.23
T7737,C0000616,02/04/99,F,MUMBAI,12623.08,02/07/22,004747,2086.29
T7852,C0000625,28/10/60,M,LUCKNOW,12366.81,02/07/22,025134,1378.55
T11809,C0000932,10/05/98,M,KOLKATA,14698.27,02/07/22,035314,107.36
T1851,C0000152,05/12/87,F,MUMBAI,33925.51,02/07/22,054318,334.08
T4182,C0000333,06/03/85,F,DELHI,33289.55,02/07/22,054949,839.77
T3295,C0000265,12/11/72,M,PUNE,3497.91,02/07/22,133321,156.21
T11756,C0000928,18/06/92,F,HYDERABAD,25747.45,02/07/22,134410,102.94
T6259,C0000499,13/09/67,M,BANGALORE,8092.44,02/07/22,145651,2293.93
T5766,C0000463,25/04/76,F,LUCKNOW,32658.92,02/07/22,160819,3804.67
T9596,C0000760,09/07/64,M,DELHI,48106.63,02/07/22,162020,52006.74
T9249,C0000733,22/08/90,M,CHENNAI,44417.55,02/07/22,172704,515.13
T10649,C0000843,09/04/00,F,PUNE,73681.22,02/07/22,195404,1437.56
T3483,C0000280,30/04/69,F,DELHI,24426.85,02/07/22,213640,323.91
T6372,C0000509,21/01/93,F,KOLKATA,10577.85,03/07/22,005644,1451.69
T3074,C0000250,15/08/66,F,PUNE,8918.93,03/07/22,010732,1614.8
T7822,C0000622,15/02/60,F,LUCKNOW,3716.59,03/07/22,010944,153.34
T6075,C0000485,13/12/78,M,CHENNAI,21672.01,03/07/22,011858,8982.32
T1006,C0000085,03/04/82,F,JAIPUR,15968.37,03/07/22,013551,984.96
T4283,C0000342,22/12/86,F,AHMEDABAD,69288.04,03/07/22,024827,1871.28
T9135,C0000726,07/12/74,M,HYDERABAD,43724.17,03/07/22,035245,2719.24
T787,C0000066,28/07/89,F,MUMBAI,256606.78,03/07/22,035806,421.54
T9920,C0000783,17/01/71,M,AHMEDABAD,37094.2,03/07/22,041848,582.76
T3981,C0000319,04/08/87,F,LUCKNOW,4993.75,03/07/22,043004,334.02
T4546,C0000363,16/03/84,F,MUMBAI,15164.79,03/07/22,050141,1638.88
T7453,C0000591,19/11/67,M,PUNE,18338.44,03/07/22,050157,4531.89
T12535,C0000997,24/01/69,F,LUCKNOW,41685.07,03/07/22,061007,4044.41
T11163,C0000883,19/09/65,F,PUNE,2130.11,03/07/22,062109,1599.17
T5394,C0000431,22/02/86,M,LUCKNOW,26269.15,03/07/22,065213,447.94
T6835,C0000542,29/06/85,M,DELHI,63548.94,03/07/22,081556,2200.36
T6905,C0000547,23/07/80,F,CHENNAI,41393.35,03/07/22,083453,2237.25
T2173,C0000176,15/11/80,M,HYDERABAD,4827.7,03/07/22,090406,3103.29
T12550,C0000999,02/01/81,F,BANGALORE,62217.15,03/07/22,100621,25816.9
T10188,C0000806,02/09/93,M,JAIPUR,2116.51,03/07/22,100850,581.81
T11142,C0000881,10/04/75,F,PUNE,22448.95,03/07/22,105412,2489.62
T3057,C0000249,29/09/85,F,CHENNAI,30901.28,03/07/22,154625,5388.68
T1447,C0000121,01/09/66,F,PUNE,21560.81,03/07/22,183642,2377.75
T1921,C0000158,31/05/62,M,PUNE,73415.06,03/07/22,223857,889.65
T12508,C0000993,27/02/76,M,JAIPUR,11372.78,04/07/22,000040,2092.82
T2653,C0000216,16/11/85,M,LUCKNOW,16190.69,04/07/22,001750,2446.04
T11701,C0000922,11/11/64,F,PUNE,15570.54,04/07/22,003034,374.93
T6063,C0000484,11/01/98,M,CHENNAI,11095.83,04/07/22,015443,102.6
T10553,C0000835,15/11/89,M,MUMBAI,10251.21,04/07/22,021627,3415.08
T1224,C0000103,06/10/66,M,CHENNAI,35828.6,04/07/22,023121,268.0
T6815,C0000541,17/05/84,F,JAIPUR,33254.75,04/07/22,033909,4008.23
T6736,C0000535,16/01/81,M,HYDERABAD,9563.69,04/07/22,042038,83.39
T5992,C0000480,07/10/76,F,MUMBAI,13589.0,04/07/22,062436,684.0
T11650,C0000919,21/01/65,M,MUMBAI,17447.0,04/07/22,072351,89.3
T5671,C0000453,08/03/75,M,LUCKNOW,9200.48,04/07/22,074022,1503.5
T3482,C0000280,30/04/69,F,DELHI,24426.85,04/07/22,090057,1078.54
T11489,C0000908,11/01/73,M,CHENNAI,20410.66,04/07/22,111856,15944.01
T5218,C0000417,12/05/86,F,CHENNAI,15988.34,04/07/22,130249,339.03
T1473,C0000123,16/01/66,M,LUCKNOW,54389.96,04/07/22,162538,241.15
T544,C0000047,06/10/95,F,DELHI,50530.67,04/07/22,171820,1220.91
T9333,C0000739,12/05/67,M,CHENNAI,14173.05,04/07/22,184511,205.47
T1821,C0000151,13/12/90,M,AHMEDABAD,68443.93,04/07/22,185744,13.32
T1869,C0000153,29/10/97,M,KOLKATA,56250.5,04/07/22,191445,1662.48
T3269,C0000262,16/12/96,F,CHENNAI,79183.14,04/07/22,201801,10364.56
T846,C0000072,28/01/95,M,HYDERABAD,20024.35,04/07/22,214935,1450.86
T7454,C0000591,19/11/67,M,PUNE,18338.44,04/07/22,232636,4581.42
T5868,C0000470,28/05/88,M,BANGALORE,82305.82,05/07/22,010739,562.72
T6938,C0000549,24/08/77,F,KOLKATA,150032.37,05/07/22,033800,6927.71
T1643,C0000136,07/11/78,F,AHMEDABAD,26758.5,05/07/22,065753,575.96
